Title,Company,Location,Salary,Job Type,Description,Date Posted
Blaster - Fly in Fly Out,Dyno Nobel,"St. John's, NL",N/A,N/A,License as a blaster valid in the province required (Or the ability to obtain due to work experience). Develop professional relationships with both internal and…   ,"Posted
Posted 23 days ago"
Room Attendant,Delta St. John's Westmont Hospitality Group,"St. John's, NL",$14.69–$18.45 an hour,Casual,"Shut off all lights, TVs, and air conditioners when leaving room. Must be able to speak, read, write, and understand the primary language(s) used by guests…  ","Posted
Posted 30+ days ago"
Technical Support and Customer Assistance,Sparrow Acoustics,"Remote in St. John's, NL","From $60,000 a year","Full-time
+1",Experience in support for a software development company is a must - strong middle that knows how support functions and is organized.  ,"Posted
Posted 2 days ago"
Sales Associate,Ricki's,"St. John's, NL",From $15 an hour,"Part-time
+1",Maintain a safe and clean store environment for our teams and customers. Increase customer loyalty by introducing our loyalty program to all customers.   ,"Posted
Posted 4 days ago"
All Opportunities L.A.M.C.,NL Health Services,"St. John's, NL",N/A,N/A,"In addition to physicians and nurses, the teams are made up of physiotherapists, occupational therapists, prosthetists, dietitians, speech language pathologists…  ","Posted
Posted 30+ days ago"
kitchen helper,EgyCana Fast Food Enterprise Inc.,"St. John's, NL",$16 an hour,"Full-time
+1","Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas. Clean and sanitize kitchen including work surfaces, cupboards,…  ","Posted
Posted 30+ days ago"
Home Support Worker,Helping Hands Home Care,"St. John's, NL",$17.05 an hour,"Full-time
+1","The HSW/PCA will be responsible for personal care, bathing, meal preparation, home management, laundry & medication administration, etc.  ","Employer
Active 19 days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
"processing plant worker, fish",Variety Foods Ltd,"Harbour Main, NL",$16.50 an hour,Casual,"Cut, clean and trim fish or seafood prior to marketing or further processing. Check fish fillets to determine optimal number and size of fillet sections, cut…   ","Posted
Posted 9 days ago"
marketing specialist,Golden Phoenix Buffet,"St. John's, NL",$28 an hour,"Full-time
+2",Experience: 1 year to less than 2 years.  ,"Posted
Posted 30+ days ago"
Winter 2024 Co-op Student - Electrical (St. John's),Hatch,"St. John's, NL",Internship / Co-op,N/A,"Technician supervision for the development of electrical diagrams and drawings (single-line, layout, cable list, etc.).   ","Posted
Posted 30+ days ago"
Purchaser & Warehouse Manager,Clearwater Seafoods,"St. John's, NL",Full-time,N/A,Business (or relevant) degree or diploma or 2 years equivalent work experience within supply chain. Active within our yearly Goal Setting program.   ,"Posted
Posted 18 days ago"
Procurement & Logistic Supervisor,Quin-Sea Fisheries Ltd,"St. John's, NL",Full-time,N/A,Liaise with processing facilities and transport providers to coordinate the timely shipment of products. The candidate will be responsible to supervise and…   ,"Posted
Posted 10 days ago"
Visitor Experience Manager II,Parks Canada,"Happy Valley-Goose Bay, NL","$94,406–$102,060 a year",Full-time,Possession of a valid driver's license. Parks Canada is seeking a Visitor Experience Manager to lead the visitor experience and community engagement program for…   ,"Posted
Posted 8 days ago"
Child Management Specialist,Eastern Health Canada,Newfoundland and Labrador,$36.00–$40.16 an hour,Full-time,"Demonstrated knowledge and skill in individual program planning and design, functional analysis, child development, treatment ethics, applied behavioral…   ","Posted
Posted 30+ days ago"
Home Support Worker,Comfort Home Care,"Conception Bay South, NL",From $16.95 an hour,"Full-time
+2",Part time and full time and casual call-in employment available. Comfort Homecare is looking for Home Support workers in the CBS area.,"Employer
Active 10 days ago"
General Manager I,OPENLANE,"Paradise, NL",Full-time,N/A,Qualified to operate a motor vehicle & possess a valid drivers’ license in Newfoundland. You will be part of a close-knit team responsible for providing…   ,"Posted
Posted 10 days ago"
Roughneck,Puglisevich Canada,"St. John's, NL",N/A,N/A,Know and understand the first line maintenance system and being able to perform all relevant jobs on own rig. Keep the workplace tidy and clean.   ,"Posted
Posted 16 days ago"
Snow Removal Crew Member,"Clintar Paradise, NL","Paradise, NL",$22 an hour,Part-time,"Clean and valid driver’s license. Be prepared to respond to emergency calls for snow removal, especially during heavy snowfalls or severe weather conditions.  ","Posted
Posted 30 days ago"
marketing assistant,Stella's Circle,"St. John's, NL","$49,842 a year",Full-time,"Answer written and oral inquiries. Develop and organize workshops, meetings, ceremonies and other events for publicity, fundraising and information purposes.   ","Posted
Posted 10 days ago"
office manager,Nain Hotel Ltd.,"Nain, NL",$24.04 an hour,"Full-time
+1","Review, evaluate and implement new administrative procedures. Oversee and co-ordinate office administrative procedures. Delegate work to office support staff.  ","Posted
Posted 30+ days ago"
Retail Sales Associate,Wandebo Adey Groups,"St. John's, NL",$15 an hour,Full-time,"Accept cash, credit card or automatic debit payment. Greet customers and discuss type, quality and quantity of item or product sought for purchase.  ","Employer
Active 4 days ago"
Cook,"Boston Pizza International, Inc.","St. John's, NL",Nights as needed,N/A,"Management Training Programs, Leadership Development conferences and access to dynamic mentorship programs and initiatives.   ","Posted
Posted 30+ days ago"
Information Analyst and Assistant Board Secretary,Board of Commissioners of Public Utilities,"St. John's, NL","$60,384–$75,481 a year",Full-time,"Develop, implement, update, administer and monitor information management programs, protection policies and procedures for the Board which ensures the creation,…","Employer
Active 4 days ago"
cashier,Kariss Enterprises Limited,"Mount Pearl, NL",$15 an hour,"Full-time
+1","Process money, cheques and credit/debit card payments. Verify the age of customers when selling lottery tickets, alcohol or tobacco products.  ","Posted
Posted 30+ days ago"
dishwasher,CBS FOODS LTD,"Conception Bay South, NL",$15 an hour,"Full-time
+1","Clean and sanitize items such as dishwasher mats, carts and waste disposal units. Operate dishwashers to wash dishes, glassware and flatware.  ","Posted
Posted 5 days ago"
building maintenance worker,EL J Holding Inc.,"St. John's, NL",$20 an hour,"Full-time
+1","Wash windows, interior walls and ceilings. Perform other routine maintenance jobs such as painting and drywall repair. Hours: 40 hours per week.  ","Posted
Posted 15 days ago"
Project Manager,Locke's Electrical Limited,"Mount Pearl, NL",$70–$110 an hour,Full-time,"Prepare and update project schedules and monitor progress from original estimates, plans and specifications. Team player and ability to work with diverse groups…  ","Employer
Active 4 days ago"
office manager,East Coast Hydraulics (NFLD) Ltd,"Mount Pearl, NL","$50,000–$65,000 a year","Full-time
+1","Education: College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years. Experience: 5 years or more.  ","Posted
Posted 2 days ago"
Pharmacy Assistant II (PT),Lawtons,"Mount Pearl, NL",Part-time,"Monday to Friday
+3","Preferred: Undergraduate degree, Pharmacy Technology Certificate or other Pharmacy Recognized program. Receive in-person and telephone refill requests and…   ","Employer
Active 4 days ago"
Student Assistant - Temporary h/d,Newfoundland & Labrador English School District,"Conception Bay South, NL",$24.06–$26.63 an hour,N/A,Experience working with children either in a work or volunteer capacity. The role of a student assistant is student specific and will vary from school to school…   ,"Posted
Posted 4 days ago"
Project Administrator,rcs Construction,"St. John's, NL",Full-time,N/A,Certificate in Administrative program and/or equivalent experience. Be the driving force behind close-out documents. Review and distribute meeting minutes.   ,"Posted
Posted 24 days ago"
Siding Installer,A & M Construction,"St. John's, NL",$19–$25 an hour,Full-time,"Work outside, all year long. Pay rate will be based on experience, and can increase accordingly. Seeking mature, reliable individuals with EXPERIENCE installing…  ","Posted
Posted 30+ days ago"
Inside Sales/Customer Service,Hercules SLR,"Mount Pearl, NL",$18–$19 an hour,Part-time,"Client service via telephone, in-person and electronic communications. Please note: Successful candidates will be required to pass a criminal background check;…   ","Posted
Posted 24 days ago"
Supervisor (Part Time) - CR1127,Carter's,"St. John's, NL",Part-time,"Weekends as needed
+2",Processing customer sale transactions and accurately following cash handling procedures * Assisting customers with returns and exchanges of merchandise.   ,"Posted
Today"
Investment Analyst,Provident10,"St. John's, NL","$77,100–$107,900 a year",Full-time,"Completion of a graduate degree in a Finance-related field, and/or advancement in a professional program such as the Chartered Professional Accountant program…   ","Posted
Posted 30+ days ago"
Armed guard,GardaWorld,"St. John's, NL",$19.38 an hour,Casual,Own a valid driver's license (Level 5) with a maximum loss of 6 demerit points. Possess the restricted and non-restricted Federal Firearms License (Possession…   ,"Posted
Posted 30+ days ago"
Floor Sales Associate,Coastal Marine and Recreation,"Mount Pearl, NL",Full-time,"Monday to Friday
+2","Answering customer calls promptly, operating the register when needed, meeting customer needs by assisting them whenever possible.  ","Employer
Active 15 days ago"
Participant Support Services Facilitator,Murphy Centre,"St. John's, NL","$61,000–$68,000 a year","Temporary
+1","Certification / credentialing in areas of counselling and / or career development would be an asset. Degree (s) in counselling, social work, psychology or…  ","Employer
Active 18 days ago"
Floor Sales Associate,Coastal Marine and Recreation,"Mount Pearl, NL",Full-time,"Monday to Friday
+2","Answering customer calls promptly, operating the register when needed, meeting customer needs by assisting them whenever possible.  ","Employer
Active 15 days ago"
