Title,Company,Location,Salary,Job Type,Description,Date Posted,Latitude,Longitude
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",4.0,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…",4.0,53.8217327,-61.2295532
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",,Temporary,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license. Competition #: NLH-RE-23-170.   ,18.0,47.4162246,-53.5269386
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",,Part-time,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ",30.0,48.95317,-57.947388
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",,,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ",24.0,52.8999927,-66.8701732
Obstetrician,NL Health Services,"Labrador City, NL",1.0,Full-time,Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). Please send applications with curriculum vitae and names of…  ,30.0,52.9422944,-66.9177291
"Early Childhood Educator, Level 2 (Maternity Leave Replacement)",YMCA of Newfoundland and Labrador,"St. John's, NL",45.0,Full-time,"To be employed in the field of early childhood education and to successfully fulfill field placement requirements, you must be able to lift and move children,…",4.0,47.5614705,-52.7126162
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",20.0,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…",4.0,47.5614705,-52.7126162
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Si le candidat possède déjà un diplôme d’études collégiales ou universitaires, les FAC décideront si son programme de formation remplit les critères de…",4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,We protect our customers and staff by hiring and training associates committed to our safety values. We are committed to the principle of equal opportunity in…,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"La première étape de l’instruction est le cours de qualification militaire de base ou instruction de base, qui est offert à l’École de leadership et de recrues…",4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Aerospace Control Operator,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",4.0,53.8217327,-61.2295532
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",22.0,"Full-time
+1","Prepare dishes for customers with food allergies or intolerances. Prepare dough for pies, bread, rolls and sweet goods, batters for muffins, cookies and cakes…  ",15.0,53.2964352,-60.3111895
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",17.73,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ",2.0,47.5239607,-52.811664
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",,Temporary,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license.   ,18.0,47.4162246,-53.5269386
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",,Part-time,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ",30.0,48.95317,-57.947388
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",,,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ",24.0,52.8999927,-66.8701732
Obstetrician,NL Health Services,"Labrador City, NL",1.0,Full-time,"Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). "" Applicants must be eligible for registration and licensure…  ",30.0,52.9422944,-66.9177291
Painter - Flood/Fire Restoration,On Side Restoration,"St. John's, NL",20.0,"Full-time
+1","Valid driver’s licence and a clean criminal record (we do check). We also love that we’re able to provide an employee assistance program, *excellent health plan…",4.0,47.5614705,-52.7126162
Spécialiste en renseignement d’origine électromagnétique,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de spécialiste en renseignement d’origine électromagnétique, visitez https://forces.ca/fr, parlez à un recruteur au…",4.0,53.8217327,-61.2295532
Assistant Manager,Kent Building Supplies,"St. John's, NL",,Full-time,Continuous learning through a tailored development plan. Growth and development opportunities through Kent and the greater J.D.,4.0,47.5614705,-52.7126162
Artilleur / Artilleuse (Réserve de l'Armée),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"À la fin de la QMB, les artilleurs(euses) se rendent à l’École du Régiment royal de l’Artillerie canadienne à Gagetown, au Nouveau-Brunswick, pour suivre un…",4.0,53.8217327,-61.2295532
Naval Warfare Officer,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"Due to the requirement for Regular Force CAF officers to obtain a university degree, the CAF will pay successful recruits to complete a bachelor’s program in…",,53.8217327,-61.2295532
Technicien/technicienne en structures d’aéronefs,Forces armées canadiennes,Newfoundland and Labrador,,Full-time,"Pour en savoir davantage au sujet du métier de technicien/technicienne en structures d’aéronefs, visitez le site http://www.forces.ca/fr, parlez à un recruteur…",4.0,53.8217327,-61.2295532
Meteorological Technician,Canadian Armed Forces,Newfoundland and Labrador,,Full-time,"If you already have a university or college diploma, the CAF will decide if your academic program matches the criteria for this job and may place you directly…",,53.8217327,-61.2295532
Administrateur / Administratrice des services financiers (Réserve navale),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,L’un des objectifs du cours est de veiller à ce que toutes les recrues répondent à la norme d’aptitude physique des Forces armées canadiennes (FAC); l…,4.0,53.8217327,-61.2295532
Technicien(ne) de gestion du matériel (Réserve aérienne),Forces Armées Canadienne,Newfoundland and Labrador,,Part-time,"En règle générale, les membres de la Force de réserve effectuent leur service à temps partiel au sein de leur unité d’appartenance, mais ils peuvent également…",4.0,53.8217327,-61.2295532
Electronics Service Technician,BABB Security Systems,"St. John's, NL",,,"Must possess a valid driver’s licence (driver’s abstract to be provided upon request). We are searching for a technician who can service, install, program,…  ",30.0,47.5614705,-52.7126162
junior baker,Mamattuk,"Happy Valley-Goose Bay, NL",22.0,"Full-time
+1","Education: No degree, certificate or diploma. Prepare dishes for customers with food allergies or intolerances. Experience: 2 years to less than 3 years.  ",15.0,53.2964352,-60.3111895
Home Care Support Worker,A New Beginning Home Support Agency,"Mount Pearl, NL",17.73,"Full-time
+2","Accompany clients to medical appointments or social outings. Assist with activities of daily living, including bathing, dressing, and grooming.  ",2.0,47.5239607,-52.811664
Electrical Maintenance A,Newfoundland and Labrador Hydro,"Hybrid remote in Whitbourne, NL",,Temporary,You have a thorough knowledge of all regulations and safety rules and must possess an appropriate valid driver's license. Competition #: NLH-RE-23-170.   ,18.0,47.4162246,-53.5269386
Part-Time Overnight Customer Service Representative -ACT,Circle K,"Corner Brook, NL",,Part-time,"You will greet customers, run the cash register, make purchase suggestions and sometimes work with our food program. Years of service Recognition program.   ",30.0,48.95317,-57.947388
Bilingual Commercial/OTR Sales Representative,Kal Tire,"Wabush, NL",,,"Be fluent with Kal Tire MTG Tire Technician training program in order to effectively communicate the benefits to end-users, which includes existing and…   ",24.0,52.8999927,-66.8701732
Obstetrician,NL Health Services,"Labrador City, NL",1.0,Full-time,Labrador-Grenfell Health will provide accommodation and local travel (rental or agency vehicle). Please send applications with curriculum vitae and names of…  ,30.0,52.9422944,-66.9177291
